equity,depression,health,class,weight_jin,family_status,class_10_after,inc_exp,floor_area,inc_ability,family_m,family_income,public_service_7,birth,social_neighbor,neighbor_familiarity,view,public_service_6,public_service_3,leisure_8,income,height_cm,public_service_4,house,relax,media_3,leisure_9,public_service_1,status_3_before,public_service_2,s_income,class_14,edu,media_4,f_work_14,public_service_9,status_peer,public_service_8,class_10_before,trust_2,public_service_5,trust_1,gender,s_edu,leisure_1,m_birth,leisure_6,social_friend,marital,socialize,trust_9,trust_5,m_work_14,trust_6,trust_13,nationality
4,5,2.0,4,106,3.0,4.0,100000.0,200.0,2.0,3.0,40000.0,70.0,40,6.0,4.0,4.0,50.0,80.0,4.0,5000.0,152,80.0,2.0,5.0,1.0,5.0,80.0,1.0,80.0,30000.0,2.0,4.0,5.0,16.0,70.0,2.0,70.0,2.0,4.0,60.0,5.0,2,4.0,1.0,1944.0,4.0,6.0,3,2.0,3.0,5.0,15.0,5.0,1.0,1.0
4,4,4.0,4,90,3.0,4.0,268194.0,120.0,2.0,5.0,70000.0,60.0,60,2.0,5.0,4.0,80.0,80.0,2.0,0.0,155,80.0,1.0,4.0,1.0,5.0,80.0,1.0,80.0,5000.0,2.0,1.0,5.0,2.0,80.0,2.0,80.0,3.0,5.0,80.0,5.0,2,3.0,5.0,1944.0,4.0,6.0,3,2.0,3.0,5.0,2.0,4.0,1.0,1.0
4,3,3.0,1,95,3.0,2.0,40000.0,620.0,3.0,5.0,60000.0,60.0,30,2.0,4.0,4.0,65.0,66.0,5.0,20000.0,160,70.0,1.0,4.0,2.0,4.0,100.0,1.0,90.0,30000.0,2.0,4.0,5.0,2.0,70.0,2.0,60.0,1.0,4.0,70.0,5.0,2,4.0,1.0,1944.0,4.0,2.0,3,3.0,4.0,5.0,2.0,4.0,2.0,8.0
4,4,3.0,5,135,2.0,5.0,40000.0,70.0,2.0,2.0,24000.0,80.0,70,1.0,4.0,4.0,80.0,70.0,3.0,12000.0,160,70.0,1.0,4.0,4.0,5.0,80.0,2.0,80.0,12000.0,3.0,6.0,4.0,2.0,70.0,3.0,70.0,5.0,3.0,70.0,4.0,1,3.0,2.0,1944.0,4.0,1.0,3,2.0,3.0,4.0,2.0,3.0,3.0,4.0
4,4,5.0,8,145,3.0,5.0,48000.0,200.0,1.0,4.0,12000.0,80.0,10,1.0,5.0,2.0,70.0,70.0,5.0,0.0,165,70.0,1.0,3.0,1.0,2.0,70.0,2.0,80.0,31069.0,9.0,7.0,3.0,2.0,80.0,2.0,80.0,7.0,4.0,70.0,5.0,1,5.0,3.0,1944.0,2.0,1.0,1,4.0,3.0,5.0,2.0,4.0,3.0,6.0
4,4,3.0,4,130,2.0,4.0,50000.0,90.0,3.0,3.0,20000.0,90.0,50,4.0,3.0,3.0,80.0,80.0,5.0,20000.0,170,80.0,1.0,3.0,1.0,2.0,70.0,3.0,80.0,0.0,4.0,4.0,5.0,3.0,90.0,2.0,90.0,4.0,4.0,80.0,4.0,1,1.0,4.0,1944.0,3.0,4.0,3,4.0,4.0,4.0,4.0,4.0,2.0,1.0
3,4,4.0,4,126,3.0,6.0,50000.0,112.0,2.0,4.0,50000.0,70.0,20,4.0,4.0,3.0,70.0,70.0,1.0,2000.0,170,70.0,1.0,4.0,3.0,1.0,80.0,2.0,80.0,31069.0,3.0,12.0,5.0,5.0,80.0,2.0,80.0,2.0,4.0,70.0,4.0,1,5.0,2.0,1972.0,3.0,3.0,1,3.0,3.0,5.0,2.0,4.0,3.0,4.0
4,5,5.0,6,136,3.0,8.0,90000.0,57.0,2.0,2.0,120000.0,90.0,30,1.0,5.0,5.0,70.0,60.0,1.0,40000.0,161,90.0,1.0,4.0,3.0,2.0,60.0,2.0,60.0,80000.0,6.0,9.0,1.0,6.0,90.0,3.0,80.0,6.0,4.0,80.0,5.0,2,9.0,1.0,1960.0,2.0,2.0,3,4.0,4.0,4.0,6.0,4.0,1.0,1.0
2,4,4.0,2,130,2.0,3.0,100000.0,60.0,3.0,1.0,4000.0,60.0,50,7.0,1.0,2.0,60.0,60.0,3.0,4000.0,160,60.0,1.0,4.0,1.0,5.0,60.0,3.0,60.0,31069.0,5.0,4.0,5.0,2.0,40.0,3.0,50.0,3.0,2.0,50.0,2.0,1,5.0,1.0,1944.0,5.0,7.0,1,3.0,2.0,4.0,2.0,1.0,3.0,1.0
1,5,4.0,2,120,2.0,2.0,5000.0,110.0,4.0,2.0,0.0,50.0,60,1.0,2.0,4.0,50.0,50.0,1.0,0.0,155,50.0,1.0,3.0,1.0,1.0,50.0,2.0,50.0,0.0,2.0,4.0,5.0,2.0,50.0,3.0,60.0,2.0,4.0,50.0,4.0,2,4.0,1.0,1944.0,4.0,1.0,3,4.0,5.0,5.0,2.0,5.0,1.0,1.0
4,4,5.0,6,96,2.0,9.0,80000.0,85.5,2.0,3.0,16000.0,95.0,10,6.0,5.0,4.0,98.0,90.0,2.0,15000.0,162,90.0,1.0,3.0,3.0,1.0,95.0,1.0,95.0,31069.0,4.0,6.0,2.0,2.0,90.0,3.0,95.0,2.0,4.0,90.0,5.0,2,5.0,3.0,1970.0,4.0,5.0,1,2.0,4.0,5.0,2.0,4.0,2.0,1.0
4,5,4.0,6,120,3.0,6.0,70000.0,100.0,2.0,3.0,100000.0,69.0,40,3.0,3.0,4.0,89.0,79.0,3.0,50000.0,166,78.0,1.0,3.0,2.0,3.0,70.0,1.0,80.0,50000.0,5.0,10.0,1.0,1.0,80.0,2.0,80.0,6.0,3.0,77.0,4.0,2,12.0,3.0,1947.0,3.0,5.0,3,3.0,3.0,3.0,1.0,3.0,3.0,1.0
4,2,2.0,1,110,2.0,1.0,36000.0,32.0,3.0,2.0,45000.0,50.0,60,3.0,4.0,4.0,30.0,40.0,4.0,20000.0,155,50.0,0.0,5.0,4.0,1.0,50.0,1.0,50.0,25000.0,3.0,4.0,5.0,2.0,50.0,3.0,50.0,3.0,4.0,40.0,5.0,2,7.0,1.0,1924.0,5.0,4.0,3,1.0,4.0,5.0,2.0,4.0,1.0,1.0
5,3,2.0,5,110,2.0,6.0,4000.0,90.0,2.0,2.0,10000.0,100.0,60,3.0,5.0,5.0,100.0,100.0,5.0,4200.0,160,100.0,1.0,5.0,1.0,5.0,100.0,2.0,100.0,5000.0,6.0,1.0,3.0,2.0,100.0,3.0,100.0,3.0,5.0,100.0,5.0,2,1.0,1.0,1928.0,5.0,4.0,3,1.0,5.0,5.0,2.0,5.0,3.0,1.0
2,5,5.0,5,110,3.0,7.0,50000.0,90.0,3.0,8.0,100000.0,100.0,10,5.0,3.0,3.0,90.0,50.0,1.0,40000.0,158,50.0,2.0,4.0,2.0,5.0,70.0,2.0,70.0,31069.0,5.0,4.0,4.0,5.0,80.0,2.0,50.0,4.0,2.0,40.0,3.0,2,5.0,1.0,1963.0,4.0,2.0,1,2.0,2.0,5.0,15.0,5.0,1.0,1.0
3,5,4.0,5,150,3.0,7.0,30000.0,100.0,2.0,5.0,20000.0,70.0,50,3.0,5.0,4.0,70.0,80.0,5.0,10000.0,160,70.0,1.0,1.0,1.0,5.0,80.0,1.0,70.0,20000.0,2.0,3.0,1.0,2.0,90.0,2.0,80.0,3.0,2.0,60.0,2.0,2,1.0,5.0,1944.0,5.0,4.0,3,1.0,3.0,4.0,2.0,3.0,1.0,1.0
4,5,4.0,5,160,3.0,7.0,80000.0,140.0,2.0,5.0,100000.0,40.0,50,4.0,4.0,4.0,50.0,50.0,4.0,30000.0,172,50.0,2.0,3.0,2.0,1.0,50.0,1.0,50.0,0.0,4.0,4.0,3.0,1.0,60.0,2.0,60.0,4.0,3.0,50.0,4.0,1,4.0,2.0,1944.0,3.0,3.0,3,3.0,3.0,3.0,1.0,3.0,3.0,1.0
3,5,5.0,5,82,4.0,5.0,300000.0,140.0,2.0,3.0,400000.0,70.0,40,7.0,2.0,4.0,70.0,80.0,3.0,200000.0,157,70.0,1.0,4.0,3.0,3.0,80.0,2.0,80.0,200000.0,5.0,12.0,3.0,1.0,85.0,1.0,80.0,5.0,5.0,80.0,5.0,2,12.0,3.0,1944.0,3.0,4.0,3,2.0,3.0,5.0,1.0,5.0,2.0,1.0
2,4,4.0,4,113,2.0,5.0,10.0,52.0,3.0,3.0,12000.0,60.0,30,5.0,4.0,3.0,50.0,50.0,2.0,0.0,156,60.0,1.0,3.0,1.0,4.0,60.0,2.0,50.0,12000.0,2.0,7.0,4.0,2.0,60.0,3.0,60.0,3.0,4.0,60.0,4.0,2,4.0,1.0,1931.0,3.0,6.0,3,3.0,4.0,5.0,15.0,4.0,1.0,3.0
2,2,3.0,1,120,2.0,2.0,50000.0,18.0,3.0,6.0,30000.0,40.0,40,1.0,5.0,3.0,60.0,50.0,3.0,5000.0,165,50.0,1.0,4.0,1.0,5.0,80.0,3.0,70.0,20000.0,1.0,1.0,3.0,2.0,50.0,3.0,50.0,1.0,1.0,40.0,5.0,2,1.0,1.0,1940.0,5.0,7.0,3,2.0,3.0,3.0,2.0,1.0,1.0,4.0
4,3,3.0,4,98,3.0,5.0,50000.0,15.0,3.0,2.0,30000.0,70.0,30,4.0,4.0,3.0,70.0,60.0,3.0,30000.0,165,70.0,1.0,2.0,3.0,2.0,80.0,2.0,75.0,31069.0,3.0,3.0,4.0,2.0,70.0,2.0,65.0,3.0,4.0,80.0,4.0,1,5.0,2.0,1955.0,2.0,4.0,7,2.0,3.0,5.0,2.0,4.0,2.0,1.0
2,4,4.0,3,156,2.0,7.0,70000.0,100.0,2.0,1.0,50000.0,80.0,20,6.0,2.0,2.0,80.0,70.0,2.0,50000.0,167,85.0,1.0,4.0,2.0,3.0,70.0,1.0,80.0,31069.0,1.0,10.0,4.0,9.0,90.0,2.0,85.0,1.0,3.0,80.0,4.0,1,5.0,2.0,1970.0,4.0,1.0,1,3.0,3.0,4.0,9.0,4.0,3.0,1.0
4,3,2.0,5,120,4.0,5.0,25000.0,60.0,2.0,2.0,40000.0,60.0,60,5.0,3.0,4.0,60.0,70.0,5.0,0.0,160,70.0,0.0,3.0,1.0,5.0,60.0,1.0,60.0,40000.0,3.0,1.0,5.0,16.0,60.0,2.0,70.0,4.0,4.0,70.0,4.0,2,7.0,1.0,1944.0,3.0,6.0,3,2.0,3.0,5.0,2.0,4.0,2.0,1.0
4,5,4.0,5,140,3.0,5.0,40000.0,50.0,3.0,1.0,40000.0,50.0,40,7.0,3.0,4.0,50.0,50.0,5.0,14000.0,165,50.0,1.0,5.0,1.0,2.0,50.0,2.0,50.0,26000.0,4.0,9.0,3.0,1.0,50.0,2.0,50.0,4.0,2.0,50.0,2.0,2,6.0,1.0,1945.0,4.0,3.0,3,2.0,2.0,2.0,1.0,2.0,2.0,3.0
3,5,4.0,5,140,3.0,6.0,100000.0,150.0,2.0,4.0,60000.0,70.0,40,5.0,4.0,4.0,80.0,70.0,5.0,50000.0,172,80.0,1.0,1.0,2.0,5.0,50.0,3.0,90.0,10000.0,2.0,4.0,4.0,2.0,70.0,2.0,80.0,4.0,3.0,80.0,4.0,1,3.0,1.0,1935.0,4.0,6.0,3,2.0,4.0,5.0,2.0,3.0,2.0,1.0
4,4,2.0,5,100,3.0,6.0,268194.0,20.0,2.0,2.0,30000.0,60.0,60,3.0,5.0,3.0,82.0,50.0,5.0,35405.0,150,75.0,1.0,2.0,1.0,5.0,70.0,1.0,60.0,30000.0,3.0,1.0,4.0,2.0,70.0,2.0,61.0,4.0,3.0,77.0,3.0,2,1.0,1.0,1944.0,5.0,4.0,4,1.0,3.0,5.0,15.0,4.0,1.0,1.0
2,3,4.0,3,100,2.0,7.0,40000.0,98.0,2.0,1.0,30000.0,80.0,20,7.0,2.0,3.0,80.0,85.0,3.0,30000.0,160,85.0,2.0,4.0,3.0,1.0,90.0,1.0,90.0,31069.0,6.0,10.0,4.0,9.0,80.0,2.0,90.0,1.0,4.0,80.0,4.0,2,5.0,2.0,1971.0,2.0,3.0,1,3.0,4.0,4.0,1.0,4.0,5.0,1.0
2,4,4.0,1,98,2.0,2.0,75000.0,40.0,3.0,2.0,40000.0,50.0,50,2.0,4.0,4.0,40.0,60.0,5.0,15000.0,160,60.0,0.0,3.0,1.0,5.0,85.0,3.0,65.0,15000.0,1.0,4.0,5.0,2.0,60.0,3.0,60.0,1.0,2.0,66.0,2.0,1,4.0,1.0,1936.0,4.0,3.0,3,4.0,3.0,3.0,2.0,3.0,2.0,1.0
3,3,4.0,5,116,2.0,6.0,60000.0,90.0,2.0,4.0,100000.0,90.0,40,2.0,3.0,3.0,80.0,70.0,5.0,40000.0,160,70.0,2.0,3.0,1.0,3.0,90.0,2.0,70.0,40000.0,2.0,4.0,4.0,2.0,95.0,2.0,90.0,4.0,3.0,75.0,4.0,2,3.0,1.0,1949.0,4.0,3.0,3,4.0,3.0,4.0,2.0,4.0,2.0,1.0
4,5,3.0,1,100,1.0,1.0,268194.0,99.0,2.0,1.0,6480.0,90.0,80,3.0,3.0,3.0,80.0,90.0,5.0,540.0,160,90.0,1.0,5.0,1.0,2.0,80.0,2.0,85.0,31069.0,1.0,1.0,4.0,2.0,85.0,3.0,80.0,6.0,4.0,85.0,4.0,2,5.0,1.0,1911.0,5.0,4.0,7,1.0,3.0,4.0,2.0,4.0,1.0,1.0
4,4,5.0,4,120,2.0,5.0,100000.0,130.0,2.0,5.0,70000.0,70.0,40,3.0,4.0,4.0,70.0,80.0,4.0,50000.0,173,80.0,1.0,3.0,1.0,2.0,80.0,1.0,80.0,20000.0,2.0,6.0,5.0,1.0,80.0,3.0,90.0,3.0,4.0,80.0,5.0,1,4.0,1.0,1944.0,4.0,4.0,3,2.0,4.0,5.0,2.0,4.0,4.0,1.0
4,4,3.0,5,108,2.0,4.0,15000.0,80.0,2.0,1.0,12000.0,80.0,40,6.0,4.0,4.0,60.0,80.0,5.0,12000.0,165,60.0,1.0,2.0,4.0,5.0,100.0,1.0,50.0,10000.0,3.0,3.0,5.0,4.0,20.0,3.0,70.0,4.0,2.0,40.0,4.0,1,3.0,1.0,1939.0,5.0,6.0,3,2.0,2.0,5.0,2.0,2.0,1.0,1.0
4,4,4.0,5,106,2.0,5.0,100000.0,400.0,2.0,2.0,50000.0,70.0,70,2.0,4.0,4.0,80.0,40.0,5.0,35405.0,160,20.0,1.0,2.0,4.0,5.0,70.0,2.0,60.0,31069.0,3.0,3.0,5.0,2.0,0.0,2.0,0.0,5.0,5.0,0.0,4.0,1,3.0,1.0,1944.0,3.0,6.0,3,3.0,4.0,4.0,2.0,4.0,3.0,4.0
4,4,4.0,5,85,3.0,4.0,50000.0,105.0,2.0,1.0,29000.0,80.0,70,2.0,4.0,4.0,80.0,70.0,4.0,29000.0,160,80.0,1.0,4.0,1.0,1.0,60.0,2.0,50.0,31069.0,5.0,10.0,5.0,1.0,80.0,2.0,90.0,5.0,3.0,80.0,4.0,2,5.0,1.0,1919.0,4.0,5.0,7,3.0,3.0,5.0,15.0,4.0,1.0,1.0
3,3,3.0,5,80,3.0,4.0,268194.0,47.5,2.0,1.0,50000.0,60.0,50,6.0,4.0,3.0,60.0,60.0,5.0,24000.0,158,60.0,0.0,4.0,1.0,5.0,60.0,2.0,60.0,31069.0,3.0,1.0,4.0,2.0,60.0,2.0,60.0,5.0,3.0,60.0,2.0,2,5.0,1.0,1944.0,4.0,6.0,7,2.0,2.0,2.0,16.0,2.0,2.0,1.0
5,2,2.0,5,130,2.0,5.0,268194.0,80.0,2.0,2.0,10000.0,50.0,80,1.0,5.0,4.0,50.0,60.0,5.0,5000.0,170,60.0,0.0,4.0,1.0,2.0,80.0,2.0,60.0,5000.0,3.0,3.0,4.0,2.0,60.0,3.0,70.0,4.0,4.0,60.0,4.0,1,1.0,1.0,1944.0,4.0,1.0,3,2.0,2.0,4.0,2.0,4.0,3.0,1.0
2,4,4.0,5,110,2.0,5.0,20000.0,300.0,3.0,2.0,6000.0,60.0,50,5.0,2.0,4.0,60.0,80.0,5.0,4000.0,156,30.0,1.0,1.0,1.0,5.0,50.0,2.0,60.0,3000.0,2.0,6.0,5.0,2.0,20.0,3.0,30.0,4.0,2.0,50.0,2.0,2,6.0,1.0,1931.0,4.0,5.0,3,2.0,2.0,2.0,2.0,2.0,1.0,1.0
3,5,4.0,3,150,2.0,4.0,50000.0,70.0,2.0,2.0,50000.0,85.0,40,2.0,5.0,3.0,80.0,80.0,5.0,30000.0,175,70.0,1.0,5.0,1.0,2.0,70.0,2.0,70.0,20000.0,2.0,3.0,5.0,2.0,80.0,2.0,70.0,2.0,4.0,75.0,4.0,1,6.0,1.0,1944.0,3.0,2.0,3,5.0,2.0,4.0,15.0,3.0,1.0,3.0
4,4,3.0,5,180,2.0,5.0,70000.0,59.5,3.0,2.0,45600.0,80.0,50,5.0,3.0,3.0,80.0,65.0,4.0,9600.0,176,75.0,1.0,3.0,3.0,4.0,85.0,2.0,80.0,36000.0,5.0,6.0,3.0,6.0,80.0,3.0,85.0,5.0,3.0,80.0,4.0,1,4.0,1.0,1930.0,4.0,5.0,3,3.0,3.0,4.0,12.0,4.0,3.0,1.0
4,3,4.0,3,110,2.0,5.0,40000.0,168.0,2.0,3.0,50000.0,20.0,40,2.0,1.0,3.0,50.0,40.0,3.0,40000.0,160,40.0,1.0,3.0,1.0,1.0,60.0,2.0,50.0,10000.0,1.0,4.0,4.0,2.0,60.0,3.0,60.0,2.0,2.0,20.0,1.0,2,4.0,5.0,1940.0,3.0,2.0,3,4.0,5.0,1.0,2.0,2.0,3.0,8.0
4,4,4.0,5,120,3.0,5.0,100000.0,181.0,2.0,2.0,20000.0,70.0,60,1.0,5.0,3.0,80.0,80.0,5.0,10000.0,170,80.0,1.0,3.0,1.0,1.0,80.0,2.0,70.0,10000.0,5.0,4.0,4.0,2.0,80.0,2.0,80.0,5.0,4.0,80.0,4.0,1,1.0,1.0,1944.0,4.0,1.0,3,4.0,2.0,5.0,2.0,4.0,1.0,1.0
4,3,4.0,5,110,3.0,6.0,4000.0,120.0,3.0,4.0,50000.0,50.0,60,3.0,4.0,3.0,60.0,50.0,2.0,24000.0,140,60.0,1.0,4.0,2.0,3.0,80.0,2.0,40.0,31069.0,4.0,5.0,4.0,4.0,60.0,2.0,60.0,4.0,3.0,60.0,4.0,2,5.0,1.0,1925.0,4.0,2.0,7,4.0,3.0,4.0,1.0,4.0,2.0,1.0
4,4,5.0,5,120,4.0,7.0,60000.0,83.0,2.0,3.0,80000.0,80.0,20,7.0,4.0,4.0,80.0,50.0,1.0,0.0,182,80.0,1.0,4.0,1.0,2.0,80.0,2.0,60.0,31069.0,4.0,6.0,4.0,1.0,80.0,2.0,80.0,3.0,2.0,70.0,4.0,1,5.0,2.0,1971.0,4.0,2.0,1,2.0,3.0,4.0,1.0,4.0,1.0,3.0
3,5,4.0,3,170,4.0,5.0,150000.0,5.0,1.0,9.0,200000.0,100.0,30,2.0,5.0,4.0,100.0,80.0,4.0,150000.0,170,100.0,2.0,4.0,1.0,1.0,100.0,1.0,50.0,0.0,1.0,4.0,2.0,2.0,100.0,1.0,100.0,1.0,4.0,80.0,4.0,1,4.0,1.0,1963.0,4.0,1.0,3,5.0,4.0,4.0,15.0,4.0,4.0,1.0
2,3,4.0,2,150,2.0,2.0,60000.0,50.0,3.0,2.0,74276.0,60.0,30,3.0,2.0,2.0,70.0,60.0,4.0,20000.0,165,80.0,1.0,3.0,2.0,4.0,50.0,2.0,50.0,31069.0,2.0,4.0,5.0,2.0,60.0,3.0,60.0,2.0,3.0,60.0,3.0,1,5.0,4.0,1962.0,4.0,3.0,1,3.0,2.0,4.0,2.0,2.0,2.0,1.0
4,4,4.0,6,152,3.0,6.0,70000.0,350.0,2.0,6.0,40000.0,60.0,60,3.0,4.0,4.0,70.0,60.0,2.0,40000.0,181,60.0,2.0,4.0,2.0,5.0,60.0,2.0,60.0,50000.0,1.0,1.0,4.0,2.0,60.0,1.0,70.0,5.0,4.0,60.0,4.0,1,3.0,1.0,1944.0,3.0,3.0,3,3.0,2.0,4.0,2.0,4.0,2.0,4.0
3,3,5.0,5,120,4.0,6.0,150000.0,150.0,2.0,1.0,200000.0,50.0,20,3.0,3.0,3.0,50.0,50.0,1.0,100000.0,181,50.0,2.0,2.0,3.0,2.0,50.0,1.0,50.0,31069.0,1.0,12.0,4.0,1.0,50.0,2.0,50.0,2.0,2.0,50.0,2.0,1,5.0,1.0,1968.0,4.0,4.0,1,4.0,1.0,3.0,1.0,3.0,1.0,1.0
4,4,4.0,5,125,2.0,6.0,40000.0,150.0,3.0,4.0,60000.0,85.0,60,2.0,4.0,3.0,80.0,85.0,5.0,25000.0,170,80.0,1.0,3.0,2.0,5.0,80.0,2.0,85.0,20000.0,4.0,3.0,4.0,2.0,80.0,3.0,80.0,4.0,4.0,75.0,4.0,1,4.0,2.0,1924.0,4.0,5.0,3,2.0,3.0,5.0,2.0,4.0,3.0,1.0
3,4,4.0,5,140,3.0,6.0,100000.0,200.0,2.0,6.0,13000.0,0.0,30,3.0,5.0,4.0,50.0,40.0,3.0,50000.0,175,80.0,1.0,3.0,1.0,3.0,60.0,2.0,50.0,50000.0,3.0,4.0,3.0,2.0,50.0,2.0,70.0,4.0,4.0,0.0,5.0,1,6.0,2.0,1951.0,4.0,3.0,3,3.0,3.0,5.0,2.0,3.0,2.0,1.0
4,5,4.0,6,118,3.0,8.0,50000.0,50.0,2.0,1.0,40000.0,90.0,40,7.0,1.0,3.0,75.0,90.0,1.0,40000.0,161,80.0,2.0,4.0,1.0,1.0,90.0,1.0,90.0,31069.0,5.0,4.0,4.0,2.0,90.0,2.0,80.0,5.0,2.0,75.0,4.0,2,5.0,1.0,1951.0,5.0,3.0,6,3.0,2.0,5.0,2.0,3.0,1.0,1.0
4,3,4.0,3,140,2.0,4.0,50000.0,100.0,2.0,1.0,20000.0,80.0,60,2.0,4.0,4.0,80.0,80.0,5.0,20000.0,169,80.0,1.0,3.0,2.0,5.0,80.0,1.0,80.0,31069.0,3.0,3.0,4.0,2.0,80.0,3.0,80.0,3.0,4.0,80.0,4.0,1,5.0,1.0,1944.0,4.0,3.0,7,3.0,3.0,5.0,2.0,4.0,2.0,1.0
2,4,4.0,7,134,3.0,8.0,60000.0,126.0,3.0,3.0,80000.0,80.0,40,4.0,5.0,4.0,70.0,70.0,2.0,40000.0,162,80.0,1.0,3.0,1.0,1.0,70.0,1.0,70.0,40000.0,6.0,12.0,2.0,1.0,80.0,2.0,70.0,7.0,4.0,70.0,4.0,2,11.0,4.0,1944.0,2.0,4.0,3,2.0,2.0,5.0,2.0,4.0,2.0,1.0
3,3,2.0,4,90,2.0,5.0,10000.0,90.0,3.0,1.0,60000.0,60.0,80,3.0,3.0,3.0,60.0,60.0,5.0,0.0,148,60.0,1.0,3.0,2.0,5.0,60.0,1.0,60.0,31069.0,3.0,1.0,2.0,2.0,60.0,2.0,60.0,3.0,4.0,60.0,4.0,2,5.0,3.0,1944.0,4.0,3.0,7,2.0,4.0,4.0,2.0,4.0,2.0,1.0
4,3,4.0,5,110,3.0,8.0,268194.0,40.0,2.0,2.0,74276.0,80.0,10,7.0,3.0,4.0,80.0,80.0,2.0,35405.0,163,80.0,2.0,3.0,3.0,5.0,80.0,2.0,80.0,31069.0,5.0,6.0,3.0,1.0,80.0,2.0,80.0,5.0,3.0,80.0,4.0,2,5.0,5.0,1973.0,3.0,2.0,1,3.0,3.0,4.0,1.0,4.0,1.0,1.0
2,4,5.0,4,120,3.0,4.0,50000.0,120.0,2.0,2.0,50000.0,70.0,40,1.0,4.0,4.0,70.0,70.0,5.0,30000.0,172,70.0,1.0,2.0,1.0,5.0,70.0,1.0,70.0,20000.0,2.0,6.0,4.0,2.0,70.0,2.0,70.0,3.0,5.0,70.0,5.0,2,10.0,1.0,1948.0,3.0,1.0,3,4.0,3.0,5.0,2.0,4.0,3.0,1.0
4,5,4.0,4,100,2.0,6.0,36000.0,85.0,2.0,1.0,24000.0,20.0,60,7.0,4.0,4.0,50.0,80.0,3.0,24000.0,150,80.0,1.0,4.0,4.0,2.0,20.0,3.0,80.0,31069.0,3.0,3.0,4.0,1.0,80.0,2.0,80.0,3.0,5.0,30.0,5.0,2,5.0,1.0,1928.0,3.0,7.0,7,4.0,1.0,5.0,2.0,5.0,1.0,1.0
3,5,3.0,5,110,2.0,5.0,268194.0,125.0,2.0,6.0,74276.0,100.0,60,7.0,1.0,3.0,100.0,90.0,5.0,0.0,160,100.0,1.0,4.0,1.0,5.0,90.0,2.0,90.0,0.0,3.0,4.0,5.0,2.0,100.0,2.0,80.0,1.0,1.0,100.0,1.0,2,4.0,1.0,1944.0,4.0,5.0,3,2.0,4.0,4.0,2.0,4.0,1.0,1.0
4,5,4.0,5,96,3.0,6.0,60000.0,100.0,2.0,2.0,74276.0,40.0,20,1.0,2.0,3.0,60.0,30.0,2.0,48000.0,162,70.0,1.0,4.0,3.0,3.0,70.0,2.0,65.0,31069.0,5.0,10.0,4.0,2.0,80.0,2.0,70.0,5.0,4.0,80.0,5.0,2,12.0,1.0,1944.0,4.0,1.0,3,4.0,3.0,5.0,2.0,5.0,3.0,1.0
3,4,4.0,5,100,3.0,8.0,100000.0,52.0,3.0,2.0,100000.0,60.0,40,7.0,2.0,4.0,70.0,60.0,1.0,50000.0,155,70.0,1.0,2.0,1.0,4.0,60.0,2.0,60.0,50000.0,5.0,9.0,5.0,1.0,65.0,3.0,70.0,5.0,3.0,50.0,4.0,2,3.0,1.0,1940.0,4.0,4.0,3,2.0,2.0,4.0,15.0,3.0,1.0,1.0
1,3,3.0,4,116,2.0,5.0,268194.0,160.0,3.0,1.0,6000.0,50.0,60,3.0,4.0,3.0,50.0,50.0,5.0,6000.0,157,50.0,1.0,2.0,1.0,5.0,60.0,2.0,50.0,31069.0,2.0,1.0,5.0,2.0,70.0,3.0,69.0,2.0,2.0,50.0,3.0,2,5.0,3.0,1944.0,4.0,5.0,7,3.0,2.0,3.0,2.0,4.0,1.0,1.0
3,3,3.0,1,114,3.0,1.8777036048064084,100000.0,80.0,2.0,4.0,40000.0,69.0,40,1.0,5.0,3.0,69.0,66.0,1.0,0.0,156,69.0,1.0,5.0,1.0,5.0,73.0,2.0,70.0,40000.0,1.0,3.0,3.0,16.0,70.0,2.0,69.0,1.0,4.0,66.0,4.0,2,3.0,1.0,1944.0,5.0,1.0,3,3.0,1.0,3.0,16.0,4.0,1.0,1.0
4,3,3.0,4,150,2.0,4.0,268194.0,40.0,2.0,2.0,24000.0,80.0,50,7.0,3.0,3.0,90.0,70.0,5.0,24000.0,175,80.0,0.0,4.0,2.0,2.0,80.0,2.0,65.0,24000.0,2.0,1.0,5.0,2.0,60.0,2.0,90.0,3.0,3.0,60.0,3.0,1,1.0,1.0,1944.0,4.0,4.0,3,2.0,3.0,3.0,2.0,3.0,3.0,1.0
3,4,4.0,5,120,3.0,7.0,300000.0,26.0,2.0,2.0,74276.0,50.0,30,5.0,2.0,3.0,70.0,50.0,4.0,200000.0,173,70.0,1.0,2.0,2.0,2.0,70.0,2.0,60.0,31069.0,2.0,12.0,2.0,1.0,90.0,2.0,70.0,3.0,5.0,50.0,5.0,1,10.0,3.0,1944.0,4.0,3.0,3,2.0,5.0,5.0,1.0,5.0,5.0,1.0
3,3,2.0,6,100,3.0,6.877703604806409,268194.0,50.0,2.0,1.0,74276.0,85.0,80,6.0,3.0,5.0,80.0,80.0,5.0,35405.0,160,70.0,1.0,2.0,1.0,5.0,70.0,2.0,60.0,31069.0,1.0,3.0,3.0,2.0,70.0,2.0,70.0,2.0,3.0,70.0,4.0,1,5.0,2.0,1944.0,5.0,6.0,7,2.0,3.0,4.0,2.0,3.0,1.0,1.0
